Nrotrans;Fecha;Fechaext;Talonario;Abreviado;Prefijoext;Numeroext;Codprv;Provincia;Codctacte;Nombre;Coddoc;Nrodoc1;Nrodoc2;Codban;Banco;CoddocB;Nrodoc1B;Nrodoc2B;Regimen;Descripcion;Impsuj;Importe
5712553;30/05/18;30/05/18;6260;FAC;0100;00029481;SCR;SANTA CRUZ;SC03032;ARAYA ROBERTO NICOLAS;80;20205897888;;;;;;;SCR;SANTA CRUZ;290,06;4,35
5543192;04/05/18;04/05/18;7188;FAC;0137;00008633;SCR;SANTA CRUZ;SJ00733;ARAYA ROERTO NICOLAS;80;20205897888;;;;;;;SCR;SANTA CRUZ;451,76;6,78
5577999;10/05/18;10/05/18;1130;FAC;0144;00009648;SCR;SANTA CRUZ;SJ00733;ARAYA ROERTO NICOLAS;80;20205897888;;;;;;;SCR;SANTA CRUZ;80,11;1,20
5577987;10/05/18;10/05/18;7188;FAC;0137;00008696;SCR;SANTA CRUZ;SJ00733;ARAYA ROERTO NICOLAS;80;20205897888;;;;;;;SCR;SANTA CRUZ;243,14;3,65
5605336;14/05/18;14/05/18;7137;FAC;0069;00041236;SCR;SANTA CRUZ;SJ00733;ARAYA ROERTO NICOLAS;80;20205897888;;;;;;;SCR;SANTA CRUZ;81,06;1,22
5610793;15/05/18;15/05/18;7137;FAC;0069;00041242;SCR;SANTA CRUZ;SJ00733;ARAYA ROERTO NICOLAS;80;20205897888;;;;;;;SCR;SANTA CRUZ;359,31;5,39
5626251;17/05/18;17/05/18;1130;FAC;0144;00009757;SCR;SANTA CRUZ;SJ00733;ARAYA ROERTO NICOLAS;80;20205897888;;;;;;;SCR;SANTA CRUZ;303,97;4,56
5670744;26/05/18;26/05/18;1130;FAC;0144;00009878;SCR;SANTA CRUZ;SJ00733;ARAYA ROERTO NICOLAS;80;20205897888;;;;;;;SCR;SANTA CRUZ;488,93;7,33
5720326;31/05/18;31/05/18;7188;FAC;0137;00008965;SCR;SANTA CRUZ;SJ00733;ARAYA ROERTO NICOLAS;80;20205897888;;;;;;;SCR;SANTA CRUZ;81,09;1,22
5543208;04/05/18;04/05/18;1130;FAC;0144;00009566;SCR;SANTA CRUZ;82209;VIZCONTI JULIO ESTEBAN;80;20205975439;;;;;;;SCR;SANTA CRUZ;1.156,77;17,35
5606898;14/05/18;14/05/18;6260;FAC;0100;00029171;SCR;SANTA CRUZ;SJ0513;VIZCONTI JULIO ESTEBAN;80;20205975439;;;;;;;SCR;SANTA CRUZ;365,96;5,49
5531533;03/05/18;03/05/18;6260;FAC;0100;00028811;SCR;SANTA CRUZ;SC03294;ALVAREZ RODOLFO JOSE;80;20206112280;;;;;;;SCR;SANTA CRUZ;593,67;8,91
5575496;09/05/18;09/05/18;6260;FAC;0100;00028991;SCR;SANTA CRUZ;SC03294;ALVAREZ RODOLFO JOSE;80;20206112280;;;;;;;SCR;SANTA CRUZ;609,99;9,15
5719366;31/05/18;31/05/18;6260;FAC;0100;00029495;SCR;SANTA CRUZ;SC03294;ALVAREZ RODOLFO JOSE;80;20206112280;;;;;;;SCR;SANTA CRUZ;447,45;6,71
5600099;13/05/18;13/05/18;7188;FAC;0137;00008746;SCR;SANTA CRUZ;SJ4758;OLPO ADOLFO;80;20206751453;;;;;;;SCR;SANTA CRUZ;772,35;11,59
5650282;21/05/18;21/05/18;7137;FAC;0069;00041370;SCR;SANTA CRUZ;SJ4758;OLPO ADOLFO;80;20206751453;;;;;;;SCR;SANTA CRUZ;500,04;7,50
5720340;31/05/18;31/05/18;7193;FAC;0143;00010741;SCR;SANTA CRUZ;SJ4758;OLPO ADOLFO;80;20206751453;;;;;;;SCR;SANTA CRUZ;927,98;13,92
5531532;03/05/18;03/05/18;6260;FAC;0100;00028810;SCR;SANTA CRUZ;SC006065;SOSA GUSTAVO;80;20206812746;;;;;;;SCR;SANTA CRUZ;481,23;7,22
5647201;20/05/18;20/05/18;7371;FAC;0150;00008429;SCR;SANTA CRUZ;LHE01916;LEAL LEANDRO LUIS;80;20208278119;;;;;;;LHE;TASA VIAL LAS HERAS;672,82;19,60
5647201;20/05/18;20/05/18;7371;FAC;0150;00008429;SCR;SANTA CRUZ;LHE01916;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;498,59;7,48
5552428;04/05/18;04/05/18;6260;FAC;0100;00028838;SCR;SANTA CRUZ;SC8422;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;1.149,24;17,24
5560289;07/05/18;07/05/18;6260;FAC;0100;00028930;SCR;SANTA CRUZ;SC8422;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;445,10;6,68
5569350;08/05/18;08/05/18;6260;FAC;0100;00028963;SCR;SANTA CRUZ;SC8422;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;1.053,08;15,80
5612221;15/05/18;15/05/18;6243;FAC;0068;00057433;SCR;SANTA CRUZ;SC8422;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;366,22;5,49
5556335;07/05/18;07/05/18;3040;FAC;0121;00006623;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;504,33;7,56
5591852;11/05/18;11/05/18;3060;FAC;0124;00015671;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;1.543,39;23,15
5596435;11/05/18;11/05/18;7188;FAC;0137;00008708;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;405,21;6,08
5592732;12/05/18;12/05/18;3040;FAC;0121;00006879;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;400,35;6,01
5630323;17/05/18;17/05/18;3040;FAC;0121;00007019;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;964,07;14,46
5644821;20/05/18;20/05/18;3040;FAC;0121;00007066;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;1.101,47;16,52
5644822;20/05/18;20/05/18;3040;FAC;0121;00007067;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;889,84;13,35
5654820;21/05/18;21/05/18;3040;FAC;0121;00007101;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;365,73;5,49
5746469;27/05/18;27/05/18;3040;FAC;0121;00007296;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;401,82;6,03
5686755;27/05/18;27/05/18;3040;FAC;0121;00007298;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;366,47;5,50
5702979;29/05/18;29/05/18;3040;FAC;0121;00007348;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;440,39;6,61
5702983;29/05/18;29/05/18;3040;FAC;0121;00007352;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;366,70;5,50
5722095;31/05/18;31/05/18;3040;FAC;0121;00007423;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;506,45;7,60
5722107;31/05/18;31/05/18;3040;FAC;0121;00007435;SCR;SANTA CRUZ;SJ001495;LEAL LEANDRO LUIS;80;20208278119;;;;;;;SCR;SANTA CRUZ;439,65;6,59
5674291;25/05/18;25/05/18;3040;FAC;0121;00007248;SCR;SANTA CRUZ;SF002134;ARIAS JUAN SEBASTIAN;80;20208342860;;;;;;;SCR;SANTA CRUZ;5.866,29;87,99
5670715;26/05/18;26/05/18;7188;FAC;0137;00008898;SCR;SANTA CRUZ;SJ003569;MARTINEZ JORGE FERNANDO;80;20208431286;;;;;;;SCR;SANTA CRUZ;761,89;11,43
5544419;05/05/18;05/05/18;1130;FAC;0144;00009579;SCR;SANTA CRUZ;81625;ORTIZ PABLO DEL ROSARIO;80;20208442695;;;;;;;SCR;SANTA CRUZ;959,38;14,39
5553127;05/05/18;05/05/18;6260;FAC;0100;00028893;SCR;SANTA CRUZ;81625;ORTIZ PABLO DEL ROSARIO;80;20208442695;;;;;;;SCR;SANTA CRUZ;1.012,12;15,18
5614876;15/05/18;15/05/18;3040;FAC;0121;00006942;SCR;SANTA CRUZ;SF002077;OSCAR ARIEL LAUMAN;80;20209036674;;;;;;;SCR;SANTA CRUZ;3.601,07;54,02
5664795;23/05/18;23/05/18;6243;FAC;0068;00057634;SCR;SANTA CRUZ;SC0738;BARRIA LUIS AGUSTIN;80;20209585805;;;;;;;SCR;SANTA CRUZ;4.843,60;72,65
5646633;19/05/18;19/05/18;7381;FAC;0162;00008214;SCR;SANTA CRUZ;LHE1258;HERMOSILLA HUGO HECTOR;80;20209600200;;;;;;;LHE;TASA VIAL LAS HERAS;1.132,07;32,99
5647217;20/05/18;20/05/18;7381;FAC;0162;00008245;SCR;SANTA CRUZ;LHE1258;HERMOSILLA HUGO HECTOR;80;20209600200;;;;;;;LHE;TASA VIAL LAS HERAS;480,59;14,00
5646633;19/05/18;19/05/18;7381;FAC;0162;00008214;SCR;SANTA CRUZ;LHE1258;HERMOSILLA HUGO HECTOR;80;20209600200;;;;;;;SCR;SANTA CRUZ;838,91;12,58
5647217;20/05/18;20/05/18;7381;FAC;0162;00008245;SCR;SANTA CRUZ;LHE1258;HERMOSILLA HUGO HECTOR;80;20209600200;;;;;;;SCR;SANTA CRUZ;356,14;5,34
5664782;23/05/18;23/05/18;6243;FAC;0068;00057621;SCR;SANTA CRUZ;SC8091;HERMOSILLA HUGO HECTOR;80;20209600200;;;;;;;SCR;SANTA CRUZ;370,70;5,56
5550186;06/05/18;06/05/18;7188;FAC;0137;00008649;SCR;SANTA CRUZ;SJ002511;TRANSPORTES CHAMPSES;80;20210009370;;;;;;;SCR;SANTA CRUZ;834,81;12,52
5705106;29/05/18;29/05/18;1140;FAC;0148;00004968;SCR;SANTA CRUZ;SJ002511;TRANSPORTES CHAMPSES;80;20210009370;;;;;;;SCR;SANTA CRUZ;405,21;6,08
5630273;18/05/18;18/05/18;7183;FAC;0107;00007785;SCR;SANTA CRUZ;1020;MANSILLA GILARDI LEONARDO ADRIAN;80;20210225340;;;;;;;LHE;TASA VIAL LAS HERAS;2.018,34;60,55
5719344;31/05/18;31/05/18;7183;FAC;0107;00008331;SCR;SANTA CRUZ;1020;MANSILLA GILARDI LEONARDO ADRIAN;80;20210225340;;;;;;;LHE;TASA VIAL LAS HERAS;522,02;15,66
5577904;11/05/18;11/05/18;7183;FAC;0107;00007519;SCR;SANTA CRUZ;1020;MANSILLA GILARDI LEONARDO ADRIAN;80;20210225340;;;;;;;SCR;SANTA CRUZ;1.806,24;27,09
5630269;18/05/18;18/05/18;7183;FAC;0107;00007781;SCR;SANTA CRUZ;1020;MANSILLA GILARDI LEONARDO ADRIAN;80;20210225340;;;;;;;SCR;SANTA CRUZ;1.287,82;19,32
5630270;18/05/18;18/05/18;7183;FAC;0107;00007782;SCR;SANTA CRUZ;1020;MANSILLA GILARDI LEONARDO ADRIAN;80;20210225340;;;;;;;SCR;SANTA CRUZ;3.226,45;48,40
5630272;18/05/18;18/05/18;7183;FAC;0107;00007784;SCR;SANTA CRUZ;1020;MANSILLA GILARDI LEONARDO ADRIAN;80;20210225340;;;;;;;SCR;SANTA CRUZ;1.145,91;17,19
5630273;18/05/18;18/05/18;7183;FAC;0107;00007785;SCR;SANTA CRUZ;1020;MANSILLA GILARDI LEONARDO ADRIAN;80;20210225340;;;;;;;SCR;SANTA CRUZ;1.489,09;22,34
5719344;31/05/18;31/05/18;7183;FAC;0107;00008331;SCR;SANTA CRUZ;1020;MANSILLA GILARDI LEONARDO ADRIAN;80;20210225340;;;;;;;SCR;SANTA CRUZ;386,78;5,80
5719346;31/05/18;31/05/18;7183;FAC;0107;00008333;SCR;SANTA CRUZ;1020;MANSILLA GILARDI LEONARDO ADRIAN;80;20210225340;;;;;;;SCR;SANTA CRUZ;3.108,43;46,63
5719347;31/05/18;31/05/18;7183;FAC;0107;00008334;SCR;SANTA CRUZ;1020;MANSILLA GILARDI LEONARDO ADRIAN;80;20210225340;;;;;;;SCR;SANTA CRUZ;2.328,32;34,92
5640318;19/05/18;19/05/18;7137;FAC;0069;00041340;SCR;SANTA CRUZ;SJ002638;ARAUJO CEFERINO;80;20210875655;;;;;;;SCR;SANTA CRUZ;1.045,28;15,68
5600087;13/05/18;13/05/18;7137;FAC;0069;00041208;SCR;SANTA CRUZ;SJ01378;AGUERO SANDRO;80;20211056518;;;;;;;SCR;SANTA CRUZ;741,40;11,12
5641778;20/05/18;20/05/18;7137;FAC;0069;00041356;SCR;SANTA CRUZ;SJ01378;AGUERO SANDRO;80;20211056518;;;;;;;SCR;SANTA CRUZ;370,71;5,56
5634077;19/05/18;19/05/18;6243;FAC;0068;00057507;SCR;SANTA CRUZ;SC7297;RUTHERFORD MARIO;80;20213535499;;;;;;;SCR;SANTA CRUZ;1.149,39;17,24
5719377;31/05/18;31/05/18;6260;FAC;0100;00029506;SCR;SANTA CRUZ;SC7297;RUTHERFORD MARIO;80;20213535499;;;;;;;SCR;SANTA CRUZ;1.026,92;15,40
5596483;11/05/18;11/05/18;1140;FAC;0148;00004795;SCR;SANTA CRUZ;SJ003551;ALDO FORMAGNANA;80;20213555910;;;;;;;SCR;SANTA CRUZ;324,18;4,86
5605360;14/05/18;14/05/18;1130;FAC;0144;00009727;SCR;SANTA CRUZ;SJ003551;ALDO FORMAGNANA;80;20213555910;;;;;;;SCR;SANTA CRUZ;160,15;2,40
5526650;02/05/18;02/05/18;7381;FAC;0162;00007647;SCR;SANTA CRUZ;LHE51777;ANTELO HERNAN RAMIRO;80;20213556623;;;;;;;LHE;TASA VIAL LAS HERAS;480,11;13,99
5526650;02/05/18;02/05/18;7381;FAC;0162;00007647;SCR;SANTA CRUZ;LHE51777;ANTELO HERNAN RAMIRO;80;20213556623;;;;;;;SCR;SANTA CRUZ;355,78;5,34
5550187;06/05/18;06/05/18;7188;FAC;0137;00008650;SCR;SANTA CRUZ;SJ01897;FLORES GUSTAVO RODOLFO;80;20213638646;;;;;;;SCR;SANTA CRUZ;405,21;6,08
5656381;22/05/18;22/05/18;1140;FAC;0148;00004873;SCR;SANTA CRUZ;SJ01897;FLORES GUSTAVO RODOLFO;80;20213638646;;;;;;;SCR;SANTA CRUZ;891,50;13,37
5584710;12/05/18;12/05/18;6260;FAC;0100;00029139;SCR;SANTA CRUZ;SC5298;NOBILE LUIS;80;20213852737;;;;;;;SCR;SANTA CRUZ;1.056,56;15,85
5587226;11/05/18;11/05/18;7351;FAC;0089;00021953;SCR;SANTA CRUZ;LHE0116;CAYO MARCELO;80;20213861604;;;;;;;LHE;TASA VIAL LAS HERAS;28.847,43;837,73
5676610;24/05/18;24/05/18;7351;FAC;0089;00021970;SCR;SANTA CRUZ;LHE0116;CAYO MARCELO;80;20213861604;;;;;;;LHE;TASA VIAL LAS HERAS;33.653,95;977,31
5587226;11/05/18;11/05/18;7351;FAC;0089;00021953;SCR;SANTA CRUZ;LHE0116;CAYO MARCELO;80;20213861604;;;;;;;SCR;SANTA CRUZ;21.011,10;315,17
5676610;24/05/18;24/05/18;7351;FAC;0089;00021970;SCR;SANTA CRUZ;LHE0116;CAYO MARCELO;80;20213861604;;;;;;;SCR;SANTA CRUZ;24.625,27;369,38
5657864;22/05/18;22/05/18;6243;FAC;0068;00057612;SCR;SANTA CRUZ;SC4195;ANSIN PEDRO FERNANDO;80;20213896378;;;;;;;SCR;SANTA CRUZ;980,79;14,71
5583967;11/05/18;11/05/18;6260;FAC;0100;00029105;SCR;SANTA CRUZ;SC4629;ANSIN PEDRO FERNANDO;80;20213896378;;;;;;;SCR;SANTA CRUZ;932,02;13,98
5700140;28/05/18;28/05/18;7193;FAC;0143;00010684;SCR;SANTA CRUZ;SJ1996;ANSIN PEDRO FERNANDO;80;20213896378;;;;;;;SCR;SANTA CRUZ;972,55;14,59
5576290;09/05/18;09/05/18;3040;FAC;0121;00006720;SCR;SANTA CRUZ;MOS0359;MUSOTTO MAXIMO;80;20214493285;;;;;;;SCR;SANTA CRUZ;1.290,33;19,35
5556357;07/05/18;07/05/18;3040;FAC;0121;00006645;SCR;SANTA CRUZ;SF000258;ZAMPAGNOLI HECTOR;80;20214568730;;;;;;;SCR;SANTA CRUZ;683,08;10,25
5644848;20/05/18;20/05/18;3060;FAC;0124;00015826;SCR;SANTA CRUZ;SF000258;ZAMPAGNOLI HECTOR;80;20214568730;;;;;;;SCR;SANTA CRUZ;691,10;10,37
5516558;01/05/18;01/05/18;1140;FAC;0148;00004660;SCR;SANTA CRUZ;SJ003537;DIEGO ESPAÑOL;80;20214751608;;;;;;;SCR;SANTA CRUZ;597,65;8,96
5553109;05/05/18;05/05/18;6260;FAC;0100;00028884;SCR;SANTA CRUZ;SC02651;GUERREIRO EZEQUIEL;80;20215208711;;;;;;;SCR;SANTA CRUZ;280,50;4,21
5582506;10/05/18;10/05/18;3040;FAC;0121;00006770;SCR;SANTA CRUZ;SJ01250;QUILALLIN MARIANO;80;20215220363;;;;;;;SCR;SANTA CRUZ;774,86;11,62
5722144;31/05/18;31/05/18;3060;FAC;0124;00015953;SCR;SANTA CRUZ;SJ01250;QUILALLIN MARIANO;80;20215220363;;;;;;;SCR;SANTA CRUZ;830,40;12,46
5631652;18/05/18;18/05/18;1140;FAC;0148;00004835;SCR;SANTA CRUZ;SJ003557;PERLATTO CARLOS ARIEL;80;20215603343;;;;;;;SCR;SANTA CRUZ;959,34;14,39
5669181;25/05/18;25/05/18;1130;FAC;0144;00009867;SCR;SANTA CRUZ;SJ003557;PERLATTO CARLOS ARIEL;80;20215603343;;;;;;;SCR;SANTA CRUZ;1.060,21;15,90
5525942;02/05/18;02/05/18;6260;FAC;0100;00028785;SCR;SANTA CRUZ;LHE0417;CORSO HECTOR LUIS;80;20215697615;;;;;;;SCR;SANTA CRUZ;3.459,51;51,89
5598320;12/05/18;12/05/18;7188;FAC;0137;00008735;SCR;SANTA CRUZ;SJ003120;RUARTE RAUL ALBERTO;80;20215868851;;;;;;;SCR;SANTA CRUZ;324,18;4,86
5565786;08/05/18;08/05/18;7371;FAC;0150;00008262;CHU;CHUBUT;82061;ANGJELINIC ESTEBAN MARCOS;80;20215869238;;;;;;;LHE;TASA VIAL LAS HERAS;961,41;28,01
5565786;08/05/18;08/05/18;7371;FAC;0150;00008262;CHU;CHUBUT;82061;ANGJELINIC ESTEBAN MARCOS;80;20215869238;;;;;;;SCR;SANTA CRUZ;712,45;10,69
5582076;11/05/18;11/05/18;7183;FAC;0107;00007538;SCR;SANTA CRUZ;0876;MARTINEZ LUIS;80;20215869831;;;;;;;SCR;SANTA CRUZ;5.277,72;79,17
5582652;11/05/18;11/05/18;7183;FAC;0107;00007539;SCR;SANTA CRUZ;0876;MARTINEZ LUIS;80;20215869831;;;;;;;SCR;SANTA CRUZ;3.603,43;54,05
5630292;18/05/18;18/05/18;7183;FAC;0107;00007799;SCR;SANTA CRUZ;0876;MARTINEZ LUIS;80;20215869831;;;;;;;SCR;SANTA CRUZ;2.693,28;40,40
5723242;31/05/18;31/05/18;7183;FAC;0107;00008353;SCR;SANTA CRUZ;0876;MARTINEZ LUIS;80;20215869831;;;;;;;SCR;SANTA CRUZ;3.291,68;49,38
5723244;31/05/18;31/05/18;7183;FAC;0107;00008354;SCR;SANTA CRUZ;0876;MARTINEZ LUIS;80;20215869831;;;;;;;SCR;SANTA CRUZ;8.186,87;122,80
5543191;04/05/18;04/05/18;7188;FAC;0137;00008632;SCR;SANTA CRUZ;11170;AGASI CLAUDIO MARCELO;80;20215880053;;;;;;;SCR;SANTA CRUZ;729,43;10,94
5567764;08/05/18;08/05/18;7188;FAC;0137;00008669;SCR;SANTA CRUZ;11170;AGASI CLAUDIO MARCELO;80;20215880053;;;;;;;SCR;SANTA CRUZ;276,44;4,15
5524560;02/05/18;02/05/18;1140;FAC;0148;00004675;SCR;SANTA CRUZ;SJ02218;NELSON AVILA;80;20216036051;;;;;;;SCR;SANTA CRUZ;240,97;3,61
5712531;30/05/18;30/05/18;6260;FAC;0100;00029459;SCR;SANTA CRUZ;SC006390;AMAYA RAMON;80;20216363605;;;;;;;SCR;SANTA CRUZ;603,23;9,05
5719414;31/05/18;31/05/18;6260;FAC;0100;00029542;SCR;SANTA CRUZ;SC006390;AMAYA RAMON;80;20216363605;;;;;;;SCR;SANTA CRUZ;569,51;8,54
5530030;03/05/18;03/05/18;7188;FAC;0137;00008608;SCR;SANTA CRUZ;SJ003374;AMAYA RAMON;80;20216363605;;;;;;;SCR;SANTA CRUZ;923,87;13,86
5600117;13/05/18;13/05/18;1130;FAC;0144;00009713;SCR;SANTA CRUZ;SJ003374;AMAYA RAMON;80;20216363605;;;;;;;SCR;SANTA CRUZ;1.056,95;15,85
5656345;22/05/18;22/05/18;7188;FAC;0137;00008857;SCR;SANTA CRUZ;SJ003374;AMAYA RAMON;80;20216363605;;;;;;;SCR;SANTA CRUZ;959,34;14,39
5687533;27/05/18;27/05/18;1140;FAC;0148;00004941;SCR;SANTA CRUZ;SJ003374;AMAYA RAMON;80;20216363605;;;;;;;SCR;SANTA CRUZ;528,51;7,93
5687513;27/05/18;27/05/18;7188;FAC;0137;00008916;SCR;SANTA CRUZ;SJ4719;GRBAVAC DRAGO ANTONIO;80;20216616961;;;;;;;SCR;SANTA CRUZ;1.006,91;15,10
5558836;07/05/18;07/05/18;1130;FAC;0144;00009599;SCR;SANTA CRUZ;SJ002178;MIRANDA JUAN CARLOS;80;20216665040;;;;;;;SCR;SANTA CRUZ;645,05;9,68
5598341;12/05/18;12/05/18;1130;FAC;0144;00009696;SCR;SANTA CRUZ;SJ002178;MIRANDA JUAN CARLOS;80;20216665040;;;;;;;SCR;SANTA CRUZ;824,49;12,37
5598347;12/05/18;12/05/18;1140;FAC;0148;00004802;SCR;SANTA CRUZ;SJ002178;MIRANDA JUAN CARLOS;80;20216665040;;;;;;;SCR;SANTA CRUZ;648,98;9,73
5670729;26/05/18;26/05/18;7193;FAC;0143;00010662;SCR;SANTA CRUZ;SJ002178;MIRANDA JUAN CARLOS;80;20216665040;;;;;;;SCR;SANTA CRUZ;907,03;13,61
5552442;04/05/18;04/05/18;6260;FAC;0100;00028852;SCR;SANTA CRUZ;SC006173;ARANDA CLAUDIO;80;20216667760;;;;;;;SCR;SANTA CRUZ;1.349,37;20,24
5612265;15/05/18;15/05/18;6260;FAC;0100;00029219;SCR;SANTA CRUZ;SC006173;ARANDA CLAUDIO;80;20216667760;;;;;;;SCR;SANTA CRUZ;1.334,82;20,02
5667406;24/05/18;24/05/18;7193;FAC;0143;00010635;SCR;SANTA CRUZ;SJ003141;ARANDA CLAUDIO;80;20216667760;;;;;;;SCR;SANTA CRUZ;1.349,35;20,24
5712578;30/05/18;30/05/18;6270;FAC;0149;00004161;SCR;SANTA CRUZ;SC006389;LACIAR GERRADO ROBERTO;80;20216939868;;;;;;;SCR;SANTA CRUZ;1.828,63;27,43
5601624;13/05/18;13/05/18;6243;FAC;0068;00057405;SCR;SANTA CRUZ;SC003965;LONGO JOSE LUIS;80;20217350140;;;;;;;SCR;SANTA CRUZ;975,07;14,63
5675156;24/05/18;24/05/18;6243;FAC;0068;00057704;SCR;SANTA CRUZ;SC003965;LONGO JOSE LUIS;80;20217350140;;;;;;;SCR;SANTA CRUZ;976,25;14,64
5561094;07/05/18;07/05/18;7371;FAC;0150;00008253;SCR;SANTA CRUZ;80981;ALVAREZ HECTOR ADRIAN;80;20217766916;;;;;;;LHE;TASA VIAL LAS HERAS;865,32;25,21
5561094;07/05/18;07/05/18;7371;FAC;0150;00008253;SCR;SANTA CRUZ;80981;ALVAREZ HECTOR ADRIAN;80;20217766916;;;;;;;SCR;SANTA CRUZ;641,24;9,62
5587936;12/05/18;12/05/18;7381;FAC;0162;00007976;SCR;SANTA CRUZ;LHE51003;ZUÑIGA RICARDO RUBEN;80;20218191720;;;;;;;LHE;TASA VIAL LAS HERAS;480,11;13,99
5587936;12/05/18;12/05/18;7381;FAC;0162;00007976;SCR;SANTA CRUZ;LHE51003;ZUÑIGA RICARDO RUBEN;80;20218191720;;;;;;;SCR;SANTA CRUZ;355,78;5,34
5604468;14/05/18;14/05/18;7381;FAC;0162;00008047;SCR;SANTA CRUZ;DEB00407;MANSILLA MARCELINO E;80;20218718486;;;;;;;LHE;TASA VIAL LAS HERAS;960,22;27,88
5613080;15/05/18;15/05/18;7371;FAC;0150;00008354;SCR;SANTA CRUZ;DEB00407;MANSILLA MARCELINO E;80;20218718486;;;;;;;LHE;TASA VIAL LAS HERAS;6.407,89;186,08
5625508;17/05/18;17/05/18;7381;FAC;0162;00008130;SCR;SANTA CRUZ;DEB00407;MANSILLA MARCELINO E;80;20218718486;;;;;;;LHE;TASA VIAL LAS HERAS;1.585,96;46,06
5578023;10/05/18;10/05/18;1140;FAC;0148;00004779;SCR;SANTA CRUZ;SJ001971;MANSILLA MARCELINO EDUARDO;80;20218718486;;;;;;;SCR;SANTA CRUZ;159,67;2,40
5584700;12/05/18;12/05/18;6260;FAC;0100;00029129;SCR;SANTA CRUZ;SC03986;RUTHERFORD GERARDO;80;20219227400;;;;;;;SCR;SANTA CRUZ;996,06;14,94
5601628;13/05/18;13/05/18;6243;FAC;0068;00057409;SCR;SANTA CRUZ;SC03986;RUTHERFORD GERARDO;80;20219227400;;;;;;;SCR;SANTA CRUZ;392,39;5,89
5675944;25/05/18;25/05/18;6243;FAC;0068;00057730;SCR;SANTA CRUZ;SC03986;RUTHERFORD GERARDO;80;20219227400;;;;;;;SCR;SANTA CRUZ;754,14;11,31
5524539;02/05/18;02/05/18;1130;FAC;0144;00009526;SCR;SANTA CRUZ;SJ001712;BAREILLE SERGIO ANDRES;80;20219487720;;;;;;;SCR;SANTA CRUZ;241,05;3,62
5524527;02/05/18;02/05/18;7188;FAC;0137;00008592;SCR;SANTA CRUZ;SJ001712;BAREILLE SERGIO ANDRES;80;20219487720;;;;;;;SCR;SANTA CRUZ;240,97;3,61
5530053;03/05/18;03/05/18;1130;FAC;0144;00009548;SCR;SANTA CRUZ;SJ001712;BAREILLE SERGIO ANDRES;80;20219487720;;;;;;;SCR;SANTA CRUZ;240,70;3,61
5550202;06/05/18;06/05/18;1130;FAC;0144;00009594;SCR;SANTA CRUZ;SJ001712;BAREILLE SERGIO ANDRES;80;20219487720;;;;;;;SCR;SANTA CRUZ;400,36;6,01
5610808;15/05/18;15/05/18;7188;FAC;0137;00008761;SCR;SANTA CRUZ;SJ001712;BAREILLE SERGIO ANDRES;80;20219487720;;;;;;;SCR;SANTA CRUZ;160,15;2,40
5631636;18/05/18;18/05/18;1130;FAC;0144;00009778;SCR;SANTA CRUZ;SJ001712;BAREILLE SERGIO ANDRES;80;20219487720;;;;;;;SCR;SANTA CRUZ;440,47;6,61
5650322;21/05/18;21/05/18;1130;FAC;0144;00009820;SCR;SANTA CRUZ;SJ001712;BAREILLE SERGIO ANDRES;80;20219487720;;;;;;;SCR;SANTA CRUZ;240,29;3,60
